station_name,month,gated_entries,route_or_line,year,station
Airport,April,157973.0,Blue Line,2023,East_Boston
Airport,August,285603.0,Blue Line,2023,East_Boston
Airport,December,159399.0,Blue Line,2023,East_Boston
Airport,February,133327.0,Blue Line,2023,East_Boston
Airport,January,151772.0,Blue Line,2023,East_Boston
Airport,July,260666.0,Blue Line,2023,East_Boston
Airport,June,214959.0,Blue Line,2023,East_Boston
Airport,March,163063.0,Blue Line,2023,East_Boston
Airport,May,178937.0,Blue Line,2023,East_Boston
Airport,November,179744.0,Blue Line,2023,East_Boston
Airport,October,202543.0,Blue Line,2023,East_Boston
Airport,September,186919.0,Blue Line,2023,East_Boston
Alewife,April,101458.0,Red Line,2023,North_Cambridge
Alewife,August,131551.0,Red Line,2023,North_Cambridge
Alewife,December,105286.0,Red Line,2023,North_Cambridge
Alewife,February,14102.0,Red Line,2023,North_Cambridge
Alewife,January,111970.0,Red Line,2023,North_Cambridge
Alewife,July,150827.0,Red Line,2023,North_Cambridge
Alewife,June,130847.0,Red Line,2023,North_Cambridge
Alewife,March,17310.0,Red Line,2023,North_Cambridge
Alewife,May,121794.0,Red Line,2023,North_Cambridge
Alewife,November,105354.0,Red Line,2023,North_Cambridge
Alewife,October,120851.0,Red Line,2023,North_Cambridge
Alewife,September,145340.0,Red Line,2023,North_Cambridge
Andrew,April,77650.0,Red Line,2023,South_Boston
Andrew,August,88763.0,Red Line,2023,South_Boston
Andrew,December,73282.0,Red Line,2023,South_Boston
Andrew,February,78505.0,Red Line,2023,South_Boston
Andrew,January,81610.0,Red Line,2023,South_Boston
Andrew,July,84110.0,Red Line,2023,South_Boston
Andrew,June,87151.0,Red Line,2023,South_Boston
Andrew,March,87017.0,Red Line,2023,South_Boston
Andrew,May,80232.0,Red Line,2023,South_Boston
Andrew,November,76219.0,Red Line,2023,South_Boston
Andrew,October,81198.0,Red Line,2023,South_Boston
Andrew,September,80526.0,Red Line,2023,South_Boston
Aquarium,April,82054.0,Blue Line,2023,Downtown
Aquarium,August,148728.0,Blue Line,2023,Downtown
Aquarium,December,83589.0,Blue Line,2023,Downtown
Aquarium,February,60430.0,Blue Line,2023,Downtown
Aquarium,January,50237.0,Blue Line,2023,Downtown
Aquarium,July,160219.0,Blue Line,2023,Downtown
Aquarium,June,131879.0,Blue Line,2023,Downtown
Aquarium,March,81095.0,Blue Line,2023,Downtown
Aquarium,May,96193.0,Blue Line,2023,Downtown
Aquarium,November,84686.0,Blue Line,2023,Downtown
Aquarium,October,91160.0,Blue Line,2023,Downtown
Aquarium,September,92326.0,Blue Line,2023,Downtown
Arlington,April,113691.0,Green Line,2023,Back_Bay
Arlington,August,93630.0,Green Line,2023,Back_Bay
Arlington,December,59276.0,Green Line,2023,Back_Bay
Arlington,February,80299.0,Green Line,2023,Back_Bay
Arlington,January,85082.0,Green Line,2023,Back_Bay
Arlington,July,94206.0,Green Line,2023,Back_Bay
Arlington,June,102149.0,Green Line,2023,Back_Bay
Arlington,March,95418.0,Green Line,2023,Back_Bay
Arlington,May,107591.0,Green Line,2023,Back_Bay
Arlington,November,78527.0,Green Line,2023,Back_Bay
Arlington,October,98630.0,Green Line,2023,Back_Bay
Arlington,September,93839.0,Green Line,2023,Back_Bay
Ashmont,April,100038.0,Red Line,2023,Dorchester
Ashmont,August,103790.0,Red Line,2023,Dorchester
Ashmont,December,90609.0,Red Line,2023,Dorchester
Ashmont,February,100452.0,Red Line,2023,Dorchester
Ashmont,January,104687.0,Red Line,2023,Dorchester
Ashmont,July,98463.0,Red Line,2023,Dorchester
Ashmont,June,104253.0,Red Line,2023,Dorchester
Ashmont,March,113765.0,Red Line,2023,Dorchester
Ashmont,May,103077.0,Red Line,2023,Dorchester
Ashmont,November,93935.0,Red Line,2023,Dorchester
Ashmont,October,48265.0,Red Line,2023,Dorchester
Ashmont,September,100134.0,Red Line,2023,Dorchester
Assembly,April,66740.0,Orange Line,2023,Assembly_Square
Assembly,August,80972.0,Orange Line,2023,Assembly_Square
Assembly,December,74303.0,Orange Line,2023,Assembly_Square
Assembly,February,53302.0,Orange Line,2023,Assembly_Square
Assembly,January,59189.0,Orange Line,2023,Assembly_Square
Assembly,July,65048.0,Orange Line,2023,Assembly_Square
Assembly,June,77028.0,Orange Line,2023,Assembly_Square
Assembly,March,63587.0,Orange Line,2023,Assembly_Square
Assembly,May,69551.0,Orange Line,2023,Assembly_Square
Assembly,November,74310.0,Orange Line,2023,Assembly_Square
Assembly,October,86144.0,Orange Line,2023,Assembly_Square
Assembly,September,78245.0,Orange Line,2023,Assembly_Square
Back Bay,April,168375.0,Orange Line,2023,Back_Bay
Back Bay,August,197526.0,Orange Line,2023,Back_Bay
Back Bay,December,160118.0,Orange Line,2023,Back_Bay
Back Bay,February,143208.0,Orange Line,2023,Back_Bay
Back Bay,January,159368.0,Orange Line,2023,Back_Bay
Back Bay,July,187193.0,Orange Line,2023,Back_Bay
Back Bay,June,182470.0,Orange Line,2023,Back_Bay
Back Bay,March,176448.0,Orange Line,2023,Back_Bay
Back Bay,May,176747.0,Orange Line,2023,Back_Bay
Back Bay,November,170444.0,Orange Line,2023,Back_Bay
Back Bay,October,238675.0,Orange Line,2023,Back_Bay
Back Bay,September,203329.0,Orange Line,2023,Back_Bay
Ball Square,April,25470.832993,Green Line,2023,Somerville
Ball Square,August,15741.666335,Green Line,2023,Somerville
Ball Square,December,11229.166374,Green Line,2023,Somerville
Ball Square,February,21712.499684,Green Line,2023,Somerville
Ball Square,January,26841.666313,Green Line,2023,Somerville
Ball Square,July,17316.666326,Green Line,2023,Somerville
Ball Square,June,13958.333084,Green Line,2023,Somerville
Ball Square,March,26683.332988,Green Line,2023,Somerville
Ball Square,May,23829.166293,Green Line,2023,Somerville
Ball Square,November,13999.999678,Green Line,2023,Somerville
Ball Square,October,15470.832992,Green Line,2023,Somerville
Ball Square,September,15437.499636,Green Line,2023,Somerville
Beachmont,April,64893.0,Blue Line,2023,Beachmont
Beachmont,August,91949.0,Blue Line,2023,Beachmont
Beachmont,December,66807.0,Blue Line,2023,Beachmont
Beachmont,February,58287.0,Blue Line,2023,Beachmont
Beachmont,January,63782.0,Blue Line,2023,Beachmont
Beachmont,July,82800.0,Blue Line,2023,Beachmont
Beachmont,June,83930.0,Blue Line,2023,Beachmont
Beachmont,March,69601.0,Blue Line,2023,Beachmont
Beachmont,May,75473.0,Blue Line,2023,Beachmont
Beachmont,November,72218.0,Blue Line,2023,Beachmont
Beachmont,October,81158.0,Blue Line,2023,Beachmont
Beachmont,September,75645.0,Blue Line,2023,Beachmont
Bowdoin,April,36979.0,Blue Line,2023,Beacon_Hill
Bowdoin,August,61150.0,Blue Line,2023,Beacon_Hill
Bowdoin,December,36904.0,Blue Line,2023,Beacon_Hill
Bowdoin,February,33924.0,Blue Line,2023,Beacon_Hill
Bowdoin,January,36754.0,Blue Line,2023,Beacon_Hill
Bowdoin,July,56982.0,Blue Line,2023,Beacon_Hill
Bowdoin,June,48314.0,Blue Line,2023,Beacon_Hill
Bowdoin,March,41045.0,Blue Line,2023,Beacon_Hill
Bowdoin,May,40996.0,Blue Line,2023,Beacon_Hill
Bowdoin,November,41351.0,Blue Line,2023,Beacon_Hill
Bowdoin,October,44374.0,Blue Line,2023,Beacon_Hill
Bowdoin,September,43997.0,Blue Line,2023,Beacon_Hill
Boylston,April,130679.0,Green Line,2023,Downtown
Boylston,August,106549.0,Green Line,2023,Downtown
Boylston,December,45114.0,Green Line,2023,Downtown
Boylston,February,106714.0,Green Line,2023,Downtown
Boylston,January,103720.0,Green Line,2023,Downtown
Boylston,July,94118.0,Green Line,2023,Downtown
Boylston,June,96868.0,Green Line,2023,Downtown
Boylston,March,121424.0,Green Line,2023,Downtown
Boylston,May,114485.0,Green Line,2023,Downtown
Boylston,November,99404.0,Green Line,2023,Downtown
Boylston,October,122053.0,Green Line,2023,Downtown
Boylston,September,122292.0,Green Line,2023,Downtown
Braintree,April,38759.0,Red Line,2023,Braintree
Braintree,August,35120.0,Red Line,2023,Braintree
Braintree,December,40167.0,Red Line,2023,Braintree
Braintree,February,46634.0,Red Line,2023,Braintree
Braintree,January,51700.0,Red Line,2023,Braintree
Braintree,July,37044.0,Red Line,2023,Braintree
Braintree,June,40502.0,Red Line,2023,Braintree
Braintree,March,49278.0,Red Line,2023,Braintree
Braintree,May,37299.0,Red Line,2023,Braintree
Braintree,November,41473.0,Red Line,2023,Braintree
Braintree,October,44731.0,Red Line,2023,Braintree
Braintree,September,37767.0,Red Line,2023,Braintree
Broadway,April,74710.0,Red Line,2023,South_Boston
Broadway,August,86048.0,Red Line,2023,South_Boston
Broadway,December,73367.0,Red Line,2023,South_Boston
Broadway,February,78064.0,Red Line,2023,South_Boston
Broadway,January,82755.0,Red Line,2023,South_Boston
Broadway,July,82519.0,Red Line,2023,South_Boston
Broadway,June,85044.0,Red Line,2023,South_Boston
Broadway,March,87018.0,Red Line,2023,South_Boston
Broadway,May,76765.0,Red Line,2023,South_Boston
Broadway,November,76610.0,Red Line,2023,South_Boston
Broadway,October,84524.0,Red Line,2023,South_Boston
Broadway,September,81492.0,Red Line,2023,South_Boston
Central,April,207163.0,Red Line,2023,Central_Square
Central,August,202243.0,Red Line,2023,Central_Square
Central,December,180622.0,Red Line,2023,Central_Square
Central,February,187450.0,Red Line,2023,Central_Square
Central,January,211876.0,Red Line,2023,Central_Square
Central,July,205637.0,Red Line,2023,Central_Square
Central,June,185703.0,Red Line,2023,Central_Square
Central,March,208380.0,Red Line,2023,Central_Square
Central,May,218986.0,Red Line,2023,Central_Square
Central,November,187766.0,Red Line,2023,Central_Square
Central,October,220603.0,Red Line,2023,Central_Square
Central,September,207632.0,Red Line,2023,Central_Square
Charles/MGH,April,139662.0,Red Line,2023,West_End
Charles/MGH,August,158294.0,Red Line,2023,West_End
Charles/MGH,December,87913.0,Red Line,2023,West_End
Charles/MGH,February,115859.0,Red Line,2023,West_End
Charles/MGH,January,124467.0,Red Line,2023,West_End
Charles/MGH,July,156724.0,Red Line,2023,West_End
Charles/MGH,June,164814.0,Red Line,2023,West_End
Charles/MGH,March,143359.0,Red Line,2023,West_End
Charles/MGH,May,163093.0,Red Line,2023,West_End
Charles/MGH,November,96025.0,Red Line,2023,West_End
Charles/MGH,October,132582.0,Red Line,2023,West_End
Charles/MGH,September,145808.0,Red Line,2023,West_End
Chinatown,April,72870.0,Orange Line,2023,Chinatown
Chinatown,August,88825.0,Orange Line,2023,Chinatown
Chinatown,December,87886.0,Orange Line,2023,Chinatown
Chinatown,February,62711.0,Orange Line,2023,Chinatown
Chinatown,January,68652.0,Orange Line,2023,Chinatown
Chinatown,July,82437.0,Orange Line,2023,Chinatown
Chinatown,June,85124.0,Orange Line,2023,Chinatown
Chinatown,March,80177.0,Orange Line,2023,Chinatown
Chinatown,May,83588.0,Orange Line,2023,Chinatown
Chinatown,November,88337.0,Orange Line,2023,Chinatown
Chinatown,October,96720.0,Orange Line,2023,Chinatown
Chinatown,September,92451.0,Orange Line,2023,Chinatown
Community College,April,50138.0,Orange Line,2023,Charlestown
Community College,August,49479.0,Orange Line,2023,Charlestown
Community College,December,50790.0,Orange Line,2023,Charlestown
Community College,February,46162.0,Orange Line,2023,Charlestown
Community College,January,44324.0,Orange Line,2023,Charlestown
Community College,July,43724.0,Orange Line,2023,Charlestown
Community College,June,47055.0,Orange Line,2023,Charlestown
Community College,March,52645.0,Orange Line,2023,Charlestown
Community College,May,50283.0,Orange Line,2023,Charlestown
Community College,November,60073.0,Orange Line,2023,Charlestown
Community College,October,75756.0,Orange Line,2023,Charlestown
Community College,September,68961.0,Orange Line,2023,Charlestown
Copley,April,224616.0,Green Line,2023,Back_Bay
Copley,August,213270.0,Green Line,2023,Back_Bay
Copley,December,152843.0,Green Line,2023,Back_Bay
Copley,February,184839.0,Green Line,2023,Back_Bay
Copley,January,203633.0,Green Line,2023,Back_Bay
Copley,July,209467.0,Green Line,2023,Back_Bay
Copley,June,217476.0,Green Line,2023,Back_Bay
Copley,March,214668.0,Green Line,2023,Back_Bay
Copley,May,230023.0,Green Line,2023,Back_Bay
Copley,November,188976.0,Green Line,2023,Back_Bay
Copley,October,228655.0,Green Line,2023,Back_Bay
Copley,September,224549.0,Green Line,2023,Back_Bay
Courthouse,April,40509.0,Silver Line,2023,South_Boston
Courthouse,August,40120.0,Silver Line,2023,South_Boston
Courthouse,December,45497.0,Silver Line,2023,South_Boston
Courthouse,February,37899.0,Silver Line,2023,South_Boston
Courthouse,January,42370.0,Silver Line,2023,South_Boston
Courthouse,July,44332.0,Silver Line,2023,South_Boston
Courthouse,June,47524.0,Silver Line,2023,South_Boston
Courthouse,March,43885.0,Silver Line,2023,South_Boston
Courthouse,May,42662.0,Silver Line,2023,South_Boston
Courthouse,November,49068.0,Silver Line,2023,South_Boston
Courthouse,October,42565.0,Silver Line,2023,South_Boston
Courthouse,September,41712.0,Silver Line,2023,South_Boston
Davis,April,111021.0,Red Line,2023,Davis_Square
Davis,August,115789.0,Red Line,2023,Davis_Square
Davis,December,92638.0,Red Line,2023,Davis_Square
Davis,February,113741.0,Red Line,2023,Davis_Square
Davis,January,115154.0,Red Line,2023,Davis_Square
Davis,July,108032.0,Red Line,2023,Davis_Square
Davis,June,118578.0,Red Line,2023,Davis_Square
Davis,March,120665.0,Red Line,2023,Davis_Square
Davis,May,118085.0,Red Line,2023,Davis_Square
Davis,November,97364.0,Red Line,2023,Davis_Square
Davis,October,118312.0,Red Line,2023,Davis_Square
Davis,September,113727.0,Red Line,2023,Davis_Square
Downtown Crossing,April,245580.0,Orange Line,2023,Downtown
Downtown Crossing,August,281329.0,Orange Line,2023,Downtown
Downtown Crossing,December,271223.0,Orange Line,2023,Downtown
Downtown Crossing,February,220333.0,Orange Line,2023,Downtown
Downtown Crossing,January,232638.0,Orange Line,2023,Downtown
Downtown Crossing,July,270920.0,Orange Line,2023,Downtown
Downtown Crossing,June,287593.0,Orange Line,2023,Downtown
Downtown Crossing,March,267674.0,Orange Line,2023,Downtown
Downtown Crossing,May,283979.0,Orange Line,2023,Downtown
Downtown Crossing,November,271190.0,Orange Line,2023,Downtown
Downtown Crossing,October,290202.0,Orange Line,2023,Downtown
Downtown Crossing,September,274793.0,Orange Line,2023,Downtown
East Somerville,April,8870.833032,Green Line,2023,Somerville
East Somerville,August,6599.999694,Green Line,2023,Somerville
East Somerville,December,4658.333082,Green Line,2023,Somerville
East Somerville,February,7020.833056,Green Line,2023,Somerville
East Somerville,January,9179.166357,Green Line,2023,Somerville
East Somerville,July,6720.833063,Green Line,2023,Somerville
East Somerville,June,5399.999778,Green Line,2023,Somerville
East Somerville,March,8837.499683,Green Line,2023,Somerville
East Somerville,May,9733.333012,Green Line,2023,Somerville
East Somerville,November,6691.666379,Green Line,2023,Somerville
East Somerville,October,9541.666363,Green Line,2023,Somerville
East Somerville,September,8954.166372,Green Line,2023,Somerville
Fields Corner,April,63388.0,Red Line,2023,Dorchester
Fields Corner,August,65386.0,Red Line,2023,Dorchester
Fields Corner,December,57707.0,Red Line,2023,Dorchester
Fields Corner,February,61945.0,Red Line,2023,Dorchester
Fields Corner,January,65708.0,Red Line,2023,Dorchester
Fields Corner,July,63374.0,Red Line,2023,Dorchester
Fields Corner,June,65710.0,Red Line,2023,Dorchester
Fields Corner,March,69731.0,Red Line,2023,Dorchester
Fields Corner,May,64026.0,Red Line,2023,Dorchester
Fields Corner,November,61114.0,Red Line,2023,Dorchester
Fields Corner,October,30227.0,Red Line,2023,Dorchester
Fields Corner,September,63948.0,Red Line,2023,Dorchester
Forest Hills,April,148825.0,Orange Line,2023,Jamaica_Plain
Forest Hills,August,156388.0,Orange Line,2023,Jamaica_Plain
Forest Hills,December,149668.0,Orange Line,2023,Jamaica_Plain
Forest Hills,February,132170.0,Orange Line,2023,Jamaica_Plain
Forest Hills,January,145331.0,Orange Line,2023,Jamaica_Plain
Forest Hills,July,148924.0,Orange Line,2023,Jamaica_Plain
Forest Hills,June,153690.0,Orange Line,2023,Jamaica_Plain
Forest Hills,March,163074.0,Orange Line,2023,Jamaica_Plain
Forest Hills,May,165745.0,Orange Line,2023,Jamaica_Plain
Forest Hills,November,168031.0,Orange Line,2023,Jamaica_Plain
Forest Hills,October,186765.0,Orange Line,2023,Jamaica_Plain
Forest Hills,September,161965.0,Orange Line,2023,Jamaica_Plain
Gilman Square,April,23441.666334,Green Line,2023,Somerville
Gilman Square,August,27945.832958,Green Line,2023,Somerville
Gilman Square,December,21337.499668,Green Line,2023,Somerville
Gilman Square,February,22487.499682,Green Line,2023,Somerville
Gilman Square,January,28766.666292,Green Line,2023,Somerville
Gilman Square,July,29329.166306,Green Line,2023,Somerville
Gilman Square,June,15495.833054,Green Line,2023,Somerville
Gilman Square,March,25404.1663,Green Line,2023,Somerville
Gilman Square,May,20229.166295,Green Line,2023,Somerville
Gilman Square,November,25612.499653,Green Line,2023,Somerville
Gilman Square,October,21887.499627,Green Line,2023,Somerville
Gilman Square,September,21674.999651,Green Line,2023,Somerville
Government Center,April,141154.0,Blue Line,2023,Downtown
Government Center,August,184176.0,Blue Line,2023,Downtown
Government Center,December,124997.0,Blue Line,2023,Downtown
Government Center,February,116698.0,Blue Line,2023,Downtown
Government Center,January,127889.0,Blue Line,2023,Downtown
Government Center,July,116013.0,Blue Line,2023,Downtown
Government Center,June,194451.0,Blue Line,2023,Downtown
Government Center,March,147872.0,Blue Line,2023,Downtown
Government Center,May,157794.0,Blue Line,2023,Downtown
Government Center,November,137840.0,Blue Line,2023,Downtown
Government Center,October,103817.0,Blue Line,2023,Downtown
Government Center,September,90907.0,Blue Line,2023,Downtown
Green Street,April,40465.0,Orange Line,2023,Jamaica_Plain
Green Street,August,43877.0,Orange Line,2023,Jamaica_Plain
Green Street,December,41322.0,Orange Line,2023,Jamaica_Plain
Green Street,February,36160.0,Orange Line,2023,Jamaica_Plain
Green Street,January,40234.0,Orange Line,2023,Jamaica_Plain
Green Street,July,40970.0,Orange Line,2023,Jamaica_Plain
Green Street,June,41543.0,Orange Line,2023,Jamaica_Plain
Green Street,March,44323.0,Orange Line,2023,Jamaica_Plain
Green Street,May,43425.0,Orange Line,2023,Jamaica_Plain
Green Street,November,46921.0,Orange Line,2023,Jamaica_Plain
Green Street,October,51450.0,Orange Line,2023,Jamaica_Plain
Green Street,September,46291.0,Orange Line,2023,Jamaica_Plain
Harvard,April,255656.0,Red Line,2023,Harvard_Square
Harvard,August,260246.0,Red Line,2023,Harvard_Square
Harvard,December,213258.0,Red Line,2023,Harvard_Square
Harvard,February,215596.0,Red Line,2023,Harvard_Square
Harvard,January,229689.0,Red Line,2023,Harvard_Square
Harvard,July,250066.0,Red Line,2023,Harvard_Square
Harvard,June,257129.0,Red Line,2023,Harvard_Square
Harvard,March,234884.0,Red Line,2023,Harvard_Square
Harvard,May,293000.0,Red Line,2023,Harvard_Square
Harvard,November,227345.0,Red Line,2023,Harvard_Square
Harvard,October,287762.0,Red Line,2023,Harvard_Square
Harvard,September,268284.0,Red Line,2023,Harvard_Square
Haymarket,April,145391.0,Green Line,2023,Downtown
Haymarket,August,105351.0,Green Line,2023,Downtown
Haymarket,December,49342.0,Green Line,2023,Downtown
Haymarket,February,106370.0,Green Line,2023,Downtown
Haymarket,January,109686.0,Green Line,2023,Downtown
Haymarket,July,141204.0,Green Line,2023,Downtown
Haymarket,June,77150.0,Green Line,2023,Downtown
Haymarket,March,156678.0,Green Line,2023,Downtown
Haymarket,May,154575.0,Green Line,2023,Downtown
Haymarket,November,121256.0,Green Line,2023,Downtown
Haymarket,October,91913.0,Green Line,2023,Downtown
Haymarket,September,89726.0,Green Line,2023,Downtown
Hynes Convention Center,April,165803.0,Green Line,2023,Back_Bay
Hynes Convention Center,August,135984.0,Green Line,2023,Back_Bay
Hynes Convention Center,December,94041.0,Green Line,2023,Back_Bay
Hynes Convention Center,February,133856.0,Green Line,2023,Back_Bay
Hynes Convention Center,January,130830.0,Green Line,2023,Back_Bay
Hynes Convention Center,July,124769.0,Green Line,2023,Back_Bay
Hynes Convention Center,June,134181.0,Green Line,2023,Back_Bay
Hynes Convention Center,March,151454.0,Green Line,2023,Back_Bay
Hynes Convention Center,May,150067.0,Green Line,2023,Back_Bay
Hynes Convention Center,November,134756.0,Green Line,2023,Back_Bay
Hynes Convention Center,October,161611.0,Green Line,2023,Back_Bay
Hynes Convention Center,September,160756.0,Green Line,2023,Back_Bay
JFK/UMass,April,100707.0,Red Line,2023,Dorchester
JFK/UMass,August,89958.0,Red Line,2023,Dorchester
JFK/UMass,December,87129.0,Red Line,2023,Dorchester
JFK/UMass,February,96454.0,Red Line,2023,Dorchester
JFK/UMass,January,89903.0,Red Line,2023,Dorchester
JFK/UMass,July,83059.0,Red Line,2023,Dorchester
JFK/UMass,June,88975.0,Red Line,2023,Dorchester
JFK/UMass,March,114894.0,Red Line,2023,Dorchester
JFK/UMass,May,95427.0,Red Line,2023,Dorchester
JFK/UMass,November,110941.0,Red Line,2023,Dorchester
JFK/UMass,October,81213.0,Red Line,2023,Dorchester
JFK/UMass,September,125348.0,Red Line,2023,Dorchester
Jackson Square,April,57571.0,Orange Line,2023,Jamaica_Plain
Jackson Square,August,78319.0,Orange Line,2023,Jamaica_Plain
Jackson Square,December,74061.0,Orange Line,2023,Jamaica_Plain
Jackson Square,February,50832.0,Orange Line,2023,Jamaica_Plain
Jackson Square,January,57092.0,Orange Line,2023,Jamaica_Plain
Jackson Square,July,74862.0,Orange Line,2023,Jamaica_Plain
Jackson Square,June,77267.0,Orange Line,2023,Jamaica_Plain
Jackson Square,March,58939.0,Orange Line,2023,Jamaica_Plain
Jackson Square,May,60459.0,Orange Line,2023,Jamaica_Plain
Jackson Square,November,81825.0,Orange Line,2023,Jamaica_Plain
Jackson Square,October,91320.0,Orange Line,2023,Jamaica_Plain
Jackson Square,September,80639.0,Orange Line,2023,Jamaica_Plain
Kendall/MIT,April,193610.0,Red Line,2023,Kendall_Square
Kendall/MIT,August,222159.0,Red Line,2023,Kendall_Square
Kendall/MIT,December,163702.0,Red Line,2023,Kendall_Square
Kendall/MIT,February,202207.0,Red Line,2023,Kendall_Square
Kendall/MIT,January,197550.0,Red Line,2023,Kendall_Square
Kendall/MIT,July,216171.0,Red Line,2023,Kendall_Square
Kendall/MIT,June,220649.0,Red Line,2023,Kendall_Square
Kendall/MIT,March,213239.0,Red Line,2023,Kendall_Square
Kendall/MIT,May,217890.0,Red Line,2023,Kendall_Square
Kendall/MIT,November,209877.0,Red Line,2023,Kendall_Square
Kendall/MIT,October,229786.0,Red Line,2023,Kendall_Square
Kendall/MIT,September,196290.0,Red Line,2023,Kendall_Square
Kenmore,April,171540.0,Green Line,2023,Fenway_Kenmore
Kenmore,August,167134.0,Green Line,2023,Fenway_Kenmore
Kenmore,December,87190.0,Green Line,2023,Fenway_Kenmore
Kenmore,February,102173.0,Green Line,2023,Fenway_Kenmore
Kenmore,January,109724.0,Green Line,2023,Fenway_Kenmore
Kenmore,July,186604.0,Green Line,2023,Fenway_Kenmore
Kenmore,June,160956.0,Green Line,2023,Fenway_Kenmore
Kenmore,March,122073.0,Green Line,2023,Fenway_Kenmore
Kenmore,May,156128.0,Green Line,2023,Fenway_Kenmore
Kenmore,November,93250.0,Green Line,2023,Fenway_Kenmore
Kenmore,October,120282.0,Green Line,2023,Fenway_Kenmore
Kenmore,September,166873.0,Green Line,2023,Fenway_Kenmore
Lechmere,April,60316.666291,Green Line,2023,Lechmere_Square
Lechmere,August,31658.332938,Green Line,2023,Lechmere_Square
Lechmere,December,21716.66631,Green Line,2023,Lechmere_Square
Lechmere,February,40929.166315,Green Line,2023,Lechmere_Square
Lechmere,January,45495.832948,Green Line,2023,Lechmere_Square
Lechmere,July,37637.499603,Green Line,2023,Lechmere_Square
Lechmere,June,43145.833019,Green Line,2023,Lechmere_Square
Lechmere,March,61662.49959,Green Line,2023,Lechmere_Square
Lechmere,May,68908.332926,Green Line,2023,Lechmere_Square
Lechmere,November,26970.832951,Green Line,2023,Lechmere_Square
Lechmere,October,28116.666281,Green Line,2023,Lechmere_Square
Lechmere,September,29083.332961,Green Line,2023,Lechmere_Square
Magoun Square,April,21291.66634,Green Line,2023,Somerville
Magoun Square,August,13729.166363,Green Line,2023,Somerville
Magoun Square,December,9666.666373,Green Line,2023,Somerville
Magoun Square,February,18945.833034,Green Line,2023,Somerville
Magoun Square,January,22033.333013,Green Line,2023,Somerville
Magoun Square,July,16399.999687,Green Line,2023,Somerville
Magoun Square,June,11995.833106,Green Line,2023,Somerville
Magoun Square,March,20791.666338,Green Line,2023,Somerville
Magoun Square,May,19479.166354,Green Line,2023,Somerville
Magoun Square,November,12899.99971,Green Line,2023,Somerville
Magoun Square,October,14287.499682,Green Line,2023,Somerville
Magoun Square,September,13045.833043,Green Line,2023,Somerville
Malden Center,April,131504.0,Orange Line,2023,Malden
Malden Center,August,146822.0,Orange Line,2023,Malden
Malden Center,December,135998.0,Orange Line,2023,Malden
Malden Center,February,117904.0,Orange Line,2023,Malden
Malden Center,January,126665.0,Orange Line,2023,Malden
Malden Center,July,140515.0,Orange Line,2023,Malden
Malden Center,June,141182.0,Orange Line,2023,Malden
Malden Center,March,139915.0,Orange Line,2023,Malden
Malden Center,May,147393.0,Orange Line,2023,Malden
Malden Center,November,141262.0,Orange Line,2023,Malden
Malden Center,October,167768.0,Orange Line,2023,Malden
Malden Center,September,159515.0,Orange Line,2023,Malden
Massachusetts Avenue,April,71811.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,August,79960.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,December,79826.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,February,61348.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,January,66660.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,July,72385.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,June,71615.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,March,75490.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,May,74839.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,November,87655.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,October,94687.0,Orange Line,2023,Fenway_Kenmore
Massachusetts Avenue,September,84501.0,Orange Line,2023,Fenway_Kenmore
Mattapan Line,April,75317.758839,Mattapan Line,2023,Mattapan
Mattapan Line,August,75241.726784,Mattapan Line,2023,Mattapan
Mattapan Line,December,67289.470785,Mattapan Line,2023,Mattapan
Mattapan Line,February,75883.390916,Mattapan Line,2023,Mattapan
Mattapan Line,January,78723.070842,Mattapan Line,2023,Mattapan
Mattapan Line,July,71641.726784,Mattapan Line,2023,Mattapan
Mattapan Line,June,76741.630832,Mattapan Line,2023,Mattapan
Mattapan Line,March,87234.046804,Mattapan Line,2023,Mattapan
Mattapan Line,May,77375.230872,Mattapan Line,2023,Mattapan
Mattapan Line,November,69845.758815,Mattapan Line,2023,Mattapan
Mattapan Line,October,35898.623481,Mattapan Line,2023,Mattapan
Mattapan Line,September,74688.76685,Mattapan Line,2023,Mattapan
Maverick,April,219208.0,Blue Line,2023,East_Boston
Maverick,April,219208.0,Blue Line,2023,East_Boston
Maverick,April,219208.0,Blue Line,2023,East_Boston
Maverick,April,219208.0,Blue Line,2023,East_Boston
Maverick,August,304151.0,Blue Line,2023,East_Boston
Maverick,August,304151.0,Blue Line,2023,East_Boston
Maverick,August,304151.0,Blue Line,2023,East_Boston
Maverick,August,304151.0,Blue Line,2023,East_Boston
Maverick,December,219529.0,Blue Line,2023,East_Boston
Maverick,December,219529.0,Blue Line,2023,East_Boston
Maverick,December,219529.0,Blue Line,2023,East_Boston
