station_name,month,gated_entries,route_or_line,year
Airport,April,157973.0,Blue Line,2023
Airport,August,285603.0,Blue Line,2023
Airport,December,159399.0,Blue Line,2023
Airport,February,133327.0,Blue Line,2023
Airport,January,151772.0,Blue Line,2023
Airport,July,260666.0,Blue Line,2023
Airport,June,214959.0,Blue Line,2023
Airport,March,163063.0,Blue Line,2023
Airport,May,178937.0,Blue Line,2023
Airport,November,179744.0,Blue Line,2023
Airport,October,202543.0,Blue Line,2023
Airport,September,186919.0,Blue Line,2023
Alewife,April,101458.0,Red Line,2023
Alewife,August,131551.0,Red Line,2023
Alewife,December,105286.0,Red Line,2023
Alewife,February,14102.0,Red Line,2023
Alewife,January,111970.0,Red Line,2023
Alewife,July,150827.0,Red Line,2023
Alewife,June,130847.0,Red Line,2023
Alewife,March,17310.0,Red Line,2023
Alewife,May,121794.0,Red Line,2023
Alewife,November,105354.0,Red Line,2023
Alewife,October,120851.0,Red Line,2023
Alewife,September,145340.0,Red Line,2023
Andrew,April,77650.0,Red Line,2023
Andrew,August,88763.0,Red Line,2023
Andrew,December,73282.0,Red Line,2023
Andrew,February,78505.0,Red Line,2023
Andrew,January,81610.0,Red Line,2023
Andrew,July,84110.0,Red Line,2023
Andrew,June,87151.0,Red Line,2023
Andrew,March,87017.0,Red Line,2023
Andrew,May,80232.0,Red Line,2023
Andrew,November,76219.0,Red Line,2023
Andrew,October,81198.0,Red Line,2023
Andrew,September,80526.0,Red Line,2023
Aquarium,April,82054.0,Blue Line,2023
Aquarium,August,148728.0,Blue Line,2023
Aquarium,December,83589.0,Blue Line,2023
Aquarium,February,60430.0,Blue Line,2023
Aquarium,January,50237.0,Blue Line,2023
Aquarium,July,160219.0,Blue Line,2023
Aquarium,June,131879.0,Blue Line,2023
Aquarium,March,81095.0,Blue Line,2023
Aquarium,May,96193.0,Blue Line,2023
Aquarium,November,84686.0,Blue Line,2023
Aquarium,October,91160.0,Blue Line,2023
Aquarium,September,92326.0,Blue Line,2023
Arlington,April,113691.0,Green Line,2023
Arlington,August,93630.0,Green Line,2023
Arlington,December,59276.0,Green Line,2023
Arlington,February,80299.0,Green Line,2023
Arlington,January,85082.0,Green Line,2023
Arlington,July,94206.0,Green Line,2023
Arlington,June,102149.0,Green Line,2023
Arlington,March,95418.0,Green Line,2023
Arlington,May,107591.0,Green Line,2023
Arlington,November,78527.0,Green Line,2023
Arlington,October,98630.0,Green Line,2023
Arlington,September,93839.0,Green Line,2023
Ashmont,April,100038.0,Red Line,2023
Ashmont,August,103790.0,Red Line,2023
Ashmont,December,90609.0,Red Line,2023
Ashmont,February,100452.0,Red Line,2023
Ashmont,January,104687.0,Red Line,2023
Ashmont,July,98463.0,Red Line,2023
Ashmont,June,104253.0,Red Line,2023
Ashmont,March,113765.0,Red Line,2023
Ashmont,May,103077.0,Red Line,2023
Ashmont,November,93935.0,Red Line,2023
Ashmont,October,48265.0,Red Line,2023
Ashmont,September,100134.0,Red Line,2023
Assembly,April,66740.0,Orange Line,2023
Assembly,August,80972.0,Orange Line,2023
Assembly,December,74303.0,Orange Line,2023
Assembly,February,53302.0,Orange Line,2023
Assembly,January,59189.0,Orange Line,2023
Assembly,July,65048.0,Orange Line,2023
Assembly,June,77028.0,Orange Line,2023
Assembly,March,63587.0,Orange Line,2023
Assembly,May,69551.0,Orange Line,2023
Assembly,November,74310.0,Orange Line,2023
Assembly,October,86144.0,Orange Line,2023
Assembly,September,78245.0,Orange Line,2023
Back Bay,April,168375.0,Orange Line,2023
Back Bay,August,197526.0,Orange Line,2023
Back Bay,December,160118.0,Orange Line,2023
Back Bay,February,143208.0,Orange Line,2023
Back Bay,January,159368.0,Orange Line,2023
Back Bay,July,187193.0,Orange Line,2023
Back Bay,June,182470.0,Orange Line,2023
Back Bay,March,176448.0,Orange Line,2023
Back Bay,May,176747.0,Orange Line,2023
Back Bay,November,170444.0,Orange Line,2023
Back Bay,October,238675.0,Orange Line,2023
Back Bay,September,203329.0,Orange Line,2023
Ball Square,April,25470.832993,Green Line,2023
Ball Square,August,15741.666335,Green Line,2023
Ball Square,December,11229.166374,Green Line,2023
Ball Square,February,21712.499684,Green Line,2023
Ball Square,January,26841.666313,Green Line,2023
Ball Square,July,17316.666326,Green Line,2023
Ball Square,June,13958.333084,Green Line,2023
Ball Square,March,26683.332988,Green Line,2023
Ball Square,May,23829.166293,Green Line,2023
Ball Square,November,13999.999678,Green Line,2023
Ball Square,October,15470.832992,Green Line,2023
Ball Square,September,15437.499636,Green Line,2023
Beachmont,April,64893.0,Blue Line,2023
Beachmont,August,91949.0,Blue Line,2023
Beachmont,December,66807.0,Blue Line,2023
Beachmont,February,58287.0,Blue Line,2023
Beachmont,January,63782.0,Blue Line,2023
Beachmont,July,82800.0,Blue Line,2023
Beachmont,June,83930.0,Blue Line,2023
Beachmont,March,69601.0,Blue Line,2023
Beachmont,May,75473.0,Blue Line,2023
Beachmont,November,72218.0,Blue Line,2023
Beachmont,October,81158.0,Blue Line,2023
Beachmont,September,75645.0,Blue Line,2023
Bowdoin,April,36979.0,Blue Line,2023
Bowdoin,August,61150.0,Blue Line,2023
Bowdoin,December,36904.0,Blue Line,2023
Bowdoin,February,33924.0,Blue Line,2023
Bowdoin,January,36754.0,Blue Line,2023
Bowdoin,July,56982.0,Blue Line,2023
Bowdoin,June,48314.0,Blue Line,2023
Bowdoin,March,41045.0,Blue Line,2023
Bowdoin,May,40996.0,Blue Line,2023
Bowdoin,November,41351.0,Blue Line,2023
Bowdoin,October,44374.0,Blue Line,2023
Bowdoin,September,43997.0,Blue Line,2023
Boylston,April,130679.0,Green Line,2023
Boylston,August,106549.0,Green Line,2023
Boylston,December,45114.0,Green Line,2023
Boylston,February,106714.0,Green Line,2023
Boylston,January,103720.0,Green Line,2023
Boylston,July,94118.0,Green Line,2023
Boylston,June,96868.0,Green Line,2023
Boylston,March,121424.0,Green Line,2023
Boylston,May,114485.0,Green Line,2023
Boylston,November,99404.0,Green Line,2023
Boylston,October,122053.0,Green Line,2023
Boylston,September,122292.0,Green Line,2023
Braintree,April,38759.0,Red Line,2023
Braintree,August,35120.0,Red Line,2023
Braintree,December,40167.0,Red Line,2023
Braintree,February,46634.0,Red Line,2023
Braintree,January,51700.0,Red Line,2023
Braintree,July,37044.0,Red Line,2023
Braintree,June,40502.0,Red Line,2023
Braintree,March,49278.0,Red Line,2023
Braintree,May,37299.0,Red Line,2023
Braintree,November,41473.0,Red Line,2023
Braintree,October,44731.0,Red Line,2023
Braintree,September,37767.0,Red Line,2023
Broadway,April,74710.0,Red Line,2023
Broadway,August,86048.0,Red Line,2023
Broadway,December,73367.0,Red Line,2023
Broadway,February,78064.0,Red Line,2023
Broadway,January,82755.0,Red Line,2023
Broadway,July,82519.0,Red Line,2023
Broadway,June,85044.0,Red Line,2023
Broadway,March,87018.0,Red Line,2023
Broadway,May,76765.0,Red Line,2023
Broadway,November,76610.0,Red Line,2023
Broadway,October,84524.0,Red Line,2023
Broadway,September,81492.0,Red Line,2023
Central,April,207163.0,Red Line,2023
Central,August,202243.0,Red Line,2023
Central,December,180622.0,Red Line,2023
Central,February,187450.0,Red Line,2023
Central,January,211876.0,Red Line,2023
Central,July,205637.0,Red Line,2023
Central,June,185703.0,Red Line,2023
Central,March,208380.0,Red Line,2023
Central,May,218986.0,Red Line,2023
Central,November,187766.0,Red Line,2023
Central,October,220603.0,Red Line,2023
Central,September,207632.0,Red Line,2023
Charles/MGH,April,139662.0,Red Line,2023
Charles/MGH,August,158294.0,Red Line,2023
Charles/MGH,December,87913.0,Red Line,2023
Charles/MGH,February,115859.0,Red Line,2023
Charles/MGH,January,124467.0,Red Line,2023
Charles/MGH,July,156724.0,Red Line,2023
Charles/MGH,June,164814.0,Red Line,2023
Charles/MGH,March,143359.0,Red Line,2023
Charles/MGH,May,163093.0,Red Line,2023
Charles/MGH,November,96025.0,Red Line,2023
Charles/MGH,October,132582.0,Red Line,2023
Charles/MGH,September,145808.0,Red Line,2023
Chinatown,April,72870.0,Orange Line,2023
Chinatown,August,88825.0,Orange Line,2023
Chinatown,December,87886.0,Orange Line,2023
Chinatown,February,62711.0,Orange Line,2023
Chinatown,January,68652.0,Orange Line,2023
Chinatown,July,82437.0,Orange Line,2023
Chinatown,June,85124.0,Orange Line,2023
Chinatown,March,80177.0,Orange Line,2023
Chinatown,May,83588.0,Orange Line,2023
Chinatown,November,88337.0,Orange Line,2023
Chinatown,October,96720.0,Orange Line,2023
Chinatown,September,92451.0,Orange Line,2023
Community College,April,50138.0,Orange Line,2023
Community College,August,49479.0,Orange Line,2023
Community College,December,50790.0,Orange Line,2023
Community College,February,46162.0,Orange Line,2023
Community College,January,44324.0,Orange Line,2023
Community College,July,43724.0,Orange Line,2023
Community College,June,47055.0,Orange Line,2023
Community College,March,52645.0,Orange Line,2023
Community College,May,50283.0,Orange Line,2023
Community College,November,60073.0,Orange Line,2023
Community College,October,75756.0,Orange Line,2023
Community College,September,68961.0,Orange Line,2023
Copley,April,224616.0,Green Line,2023
Copley,August,213270.0,Green Line,2023
Copley,December,152843.0,Green Line,2023
Copley,February,184839.0,Green Line,2023
Copley,January,203633.0,Green Line,2023
Copley,July,209467.0,Green Line,2023
Copley,June,217476.0,Green Line,2023
Copley,March,214668.0,Green Line,2023
Copley,May,230023.0,Green Line,2023
Copley,November,188976.0,Green Line,2023
Copley,October,228655.0,Green Line,2023
Copley,September,224549.0,Green Line,2023
Courthouse,April,40509.0,Silver Line,2023
Courthouse,August,40120.0,Silver Line,2023
Courthouse,December,45497.0,Silver Line,2023
Courthouse,February,37899.0,Silver Line,2023
Courthouse,January,42370.0,Silver Line,2023
Courthouse,July,44332.0,Silver Line,2023
Courthouse,June,47524.0,Silver Line,2023
Courthouse,March,43885.0,Silver Line,2023
Courthouse,May,42662.0,Silver Line,2023
Courthouse,November,49068.0,Silver Line,2023
Courthouse,October,42565.0,Silver Line,2023
Courthouse,September,41712.0,Silver Line,2023
Davis,April,111021.0,Red Line,2023
Davis,August,115789.0,Red Line,2023
Davis,December,92638.0,Red Line,2023
Davis,February,113741.0,Red Line,2023
Davis,January,115154.0,Red Line,2023
Davis,July,108032.0,Red Line,2023
Davis,June,118578.0,Red Line,2023
Davis,March,120665.0,Red Line,2023
Davis,May,118085.0,Red Line,2023
Davis,November,97364.0,Red Line,2023
Davis,October,118312.0,Red Line,2023
Davis,September,113727.0,Red Line,2023
Downtown Crossing,April,245580.0,Orange Line,2023
Downtown Crossing,August,281329.0,Orange Line,2023
Downtown Crossing,December,271223.0,Orange Line,2023
Downtown Crossing,February,220333.0,Orange Line,2023
Downtown Crossing,January,232638.0,Orange Line,2023
Downtown Crossing,July,270920.0,Orange Line,2023
Downtown Crossing,June,287593.0,Orange Line,2023
Downtown Crossing,March,267674.0,Orange Line,2023
Downtown Crossing,May,283979.0,Orange Line,2023
Downtown Crossing,November,271190.0,Orange Line,2023
Downtown Crossing,October,290202.0,Orange Line,2023
Downtown Crossing,September,274793.0,Orange Line,2023
East Somerville,April,8870.833032,Green Line,2023
East Somerville,August,6599.999694,Green Line,2023
East Somerville,December,4658.333082,Green Line,2023
East Somerville,February,7020.833056,Green Line,2023
East Somerville,January,9179.166357,Green Line,2023
East Somerville,July,6720.833063,Green Line,2023
East Somerville,June,5399.999778,Green Line,2023
East Somerville,March,8837.499683,Green Line,2023
East Somerville,May,9733.333012,Green Line,2023
East Somerville,November,6691.666379,Green Line,2023
East Somerville,October,9541.666363,Green Line,2023
East Somerville,September,8954.166372,Green Line,2023
Fields Corner,April,63388.0,Red Line,2023
Fields Corner,August,65386.0,Red Line,2023
Fields Corner,December,57707.0,Red Line,2023
Fields Corner,February,61945.0,Red Line,2023
Fields Corner,January,65708.0,Red Line,2023
Fields Corner,July,63374.0,Red Line,2023
Fields Corner,June,65710.0,Red Line,2023
Fields Corner,March,69731.0,Red Line,2023
Fields Corner,May,64026.0,Red Line,2023
Fields Corner,November,61114.0,Red Line,2023
Fields Corner,October,30227.0,Red Line,2023
Fields Corner,September,63948.0,Red Line,2023
Forest Hills,April,148825.0,Orange Line,2023
Forest Hills,August,156388.0,Orange Line,2023
Forest Hills,December,149668.0,Orange Line,2023
Forest Hills,February,132170.0,Orange Line,2023
Forest Hills,January,145331.0,Orange Line,2023
Forest Hills,July,148924.0,Orange Line,2023
Forest Hills,June,153690.0,Orange Line,2023
Forest Hills,March,163074.0,Orange Line,2023
Forest Hills,May,165745.0,Orange Line,2023
Forest Hills,November,168031.0,Orange Line,2023
Forest Hills,October,186765.0,Orange Line,2023
Forest Hills,September,161965.0,Orange Line,2023
Gilman Square,April,23441.666334,Green Line,2023
Gilman Square,August,27945.832958,Green Line,2023
Gilman Square,December,21337.499668,Green Line,2023
Gilman Square,February,22487.499682,Green Line,2023
Gilman Square,January,28766.666292,Green Line,2023
Gilman Square,July,29329.166306,Green Line,2023
Gilman Square,June,15495.833054,Green Line,2023
Gilman Square,March,25404.1663,Green Line,2023
Gilman Square,May,20229.166295,Green Line,2023
Gilman Square,November,25612.499653,Green Line,2023
Gilman Square,October,21887.499627,Green Line,2023
Gilman Square,September,21674.999651,Green Line,2023
Government Center,April,141154.0,Blue Line,2023
Government Center,August,184176.0,Blue Line,2023
Government Center,December,124997.0,Blue Line,2023
Government Center,February,116698.0,Blue Line,2023
Government Center,January,127889.0,Blue Line,2023
Government Center,July,116013.0,Blue Line,2023
Government Center,June,194451.0,Blue Line,2023
Government Center,March,147872.0,Blue Line,2023
Government Center,May,157794.0,Blue Line,2023
Government Center,November,137840.0,Blue Line,2023
Government Center,October,103817.0,Blue Line,2023
Government Center,September,90907.0,Blue Line,2023
Green Street,April,40465.0,Orange Line,2023
Green Street,August,43877.0,Orange Line,2023
Green Street,December,41322.0,Orange Line,2023
Green Street,February,36160.0,Orange Line,2023
Green Street,January,40234.0,Orange Line,2023
Green Street,July,40970.0,Orange Line,2023
Green Street,June,41543.0,Orange Line,2023
Green Street,March,44323.0,Orange Line,2023
Green Street,May,43425.0,Orange Line,2023
Green Street,November,46921.0,Orange Line,2023
Green Street,October,51450.0,Orange Line,2023
Green Street,September,46291.0,Orange Line,2023
Harvard,April,255656.0,Red Line,2023
Harvard,August,260246.0,Red Line,2023
Harvard,December,213258.0,Red Line,2023
Harvard,February,215596.0,Red Line,2023
Harvard,January,229689.0,Red Line,2023
Harvard,July,250066.0,Red Line,2023
Harvard,June,257129.0,Red Line,2023
Harvard,March,234884.0,Red Line,2023
Harvard,May,293000.0,Red Line,2023
Harvard,November,227345.0,Red Line,2023
Harvard,October,287762.0,Red Line,2023
Harvard,September,268284.0,Red Line,2023
Haymarket,April,145391.0,Green Line,2023
Haymarket,August,105351.0,Green Line,2023
Haymarket,December,49342.0,Green Line,2023
Haymarket,February,106370.0,Green Line,2023
Haymarket,January,109686.0,Green Line,2023
Haymarket,July,141204.0,Green Line,2023
Haymarket,June,77150.0,Green Line,2023
Haymarket,March,156678.0,Green Line,2023
Haymarket,May,154575.0,Green Line,2023
Haymarket,November,121256.0,Green Line,2023
Haymarket,October,91913.0,Green Line,2023
Haymarket,September,89726.0,Green Line,2023
Hynes Convention Center,April,165803.0,Green Line,2023
Hynes Convention Center,August,135984.0,Green Line,2023
Hynes Convention Center,December,94041.0,Green Line,2023
Hynes Convention Center,February,133856.0,Green Line,2023
Hynes Convention Center,January,130830.0,Green Line,2023
Hynes Convention Center,July,124769.0,Green Line,2023
Hynes Convention Center,June,134181.0,Green Line,2023
Hynes Convention Center,March,151454.0,Green Line,2023
Hynes Convention Center,May,150067.0,Green Line,2023
Hynes Convention Center,November,134756.0,Green Line,2023
Hynes Convention Center,October,161611.0,Green Line,2023
Hynes Convention Center,September,160756.0,Green Line,2023
JFK/UMass,April,100707.0,Red Line,2023
JFK/UMass,August,89958.0,Red Line,2023
JFK/UMass,December,87129.0,Red Line,2023
JFK/UMass,February,96454.0,Red Line,2023
JFK/UMass,January,89903.0,Red Line,2023
JFK/UMass,July,83059.0,Red Line,2023
JFK/UMass,June,88975.0,Red Line,2023
JFK/UMass,March,114894.0,Red Line,2023
JFK/UMass,May,95427.0,Red Line,2023
JFK/UMass,November,110941.0,Red Line,2023
JFK/UMass,October,81213.0,Red Line,2023
JFK/UMass,September,125348.0,Red Line,2023
Jackson Square,April,57571.0,Orange Line,2023
Jackson Square,August,78319.0,Orange Line,2023
Jackson Square,December,74061.0,Orange Line,2023
Jackson Square,February,50832.0,Orange Line,2023
Jackson Square,January,57092.0,Orange Line,2023
Jackson Square,July,74862.0,Orange Line,2023
Jackson Square,June,77267.0,Orange Line,2023
Jackson Square,March,58939.0,Orange Line,2023
Jackson Square,May,60459.0,Orange Line,2023
Jackson Square,November,81825.0,Orange Line,2023
Jackson Square,October,91320.0,Orange Line,2023
Jackson Square,September,80639.0,Orange Line,2023
Kendall/MIT,April,193610.0,Red Line,2023
Kendall/MIT,August,222159.0,Red Line,2023
Kendall/MIT,December,163702.0,Red Line,2023
Kendall/MIT,February,202207.0,Red Line,2023
Kendall/MIT,January,197550.0,Red Line,2023
Kendall/MIT,July,216171.0,Red Line,2023
Kendall/MIT,June,220649.0,Red Line,2023
Kendall/MIT,March,213239.0,Red Line,2023
Kendall/MIT,May,217890.0,Red Line,2023
Kendall/MIT,November,209877.0,Red Line,2023
Kendall/MIT,October,229786.0,Red Line,2023
Kendall/MIT,September,196290.0,Red Line,2023
Kenmore,April,171540.0,Green Line,2023
Kenmore,August,167134.0,Green Line,2023
Kenmore,December,87190.0,Green Line,2023
Kenmore,February,102173.0,Green Line,2023
Kenmore,January,109724.0,Green Line,2023
Kenmore,July,186604.0,Green Line,2023
Kenmore,June,160956.0,Green Line,2023
Kenmore,March,122073.0,Green Line,2023
Kenmore,May,156128.0,Green Line,2023
Kenmore,November,93250.0,Green Line,2023
Kenmore,October,120282.0,Green Line,2023
Kenmore,September,166873.0,Green Line,2023
Lechmere,April,60316.666291,Green Line,2023
Lechmere,August,31658.332938,Green Line,2023
Lechmere,December,21716.66631,Green Line,2023
Lechmere,February,40929.166315,Green Line,2023
Lechmere,January,45495.832948,Green Line,2023
Lechmere,July,37637.499603,Green Line,2023
Lechmere,June,43145.833019,Green Line,2023
Lechmere,March,61662.49959,Green Line,2023
Lechmere,May,68908.332926,Green Line,2023
Lechmere,November,26970.832951,Green Line,2023
Lechmere,October,28116.666281,Green Line,2023
Lechmere,September,29083.332961,Green Line,2023
Magoun Square,April,21291.66634,Green Line,2023
Magoun Square,August,13729.166363,Green Line,2023
Magoun Square,December,9666.666373,Green Line,2023
Magoun Square,February,18945.833034,Green Line,2023
Magoun Square,January,22033.333013,Green Line,2023
Magoun Square,July,16399.999687,Green Line,2023
Magoun Square,June,11995.833106,Green Line,2023
Magoun Square,March,20791.666338,Green Line,2023
Magoun Square,May,19479.166354,Green Line,2023
Magoun Square,November,12899.99971,Green Line,2023
Magoun Square,October,14287.499682,Green Line,2023
Magoun Square,September,13045.833043,Green Line,2023
Malden Center,April,131504.0,Orange Line,2023
Malden Center,August,146822.0,Orange Line,2023
Malden Center,December,135998.0,Orange Line,2023
Malden Center,February,117904.0,Orange Line,2023
Malden Center,January,126665.0,Orange Line,2023
Malden Center,July,140515.0,Orange Line,2023
Malden Center,June,141182.0,Orange Line,2023
Malden Center,March,139915.0,Orange Line,2023
Malden Center,May,147393.0,Orange Line,2023
Malden Center,November,141262.0,Orange Line,2023
Malden Center,October,167768.0,Orange Line,2023
Malden Center,September,159515.0,Orange Line,2023
Massachusetts Avenue,April,71811.0,Orange Line,2023
Massachusetts Avenue,August,79960.0,Orange Line,2023
Massachusetts Avenue,December,79826.0,Orange Line,2023
Massachusetts Avenue,February,61348.0,Orange Line,2023
Massachusetts Avenue,January,66660.0,Orange Line,2023
Massachusetts Avenue,July,72385.0,Orange Line,2023
Massachusetts Avenue,June,71615.0,Orange Line,2023
Massachusetts Avenue,March,75490.0,Orange Line,2023
Massachusetts Avenue,May,74839.0,Orange Line,2023
Massachusetts Avenue,November,87655.0,Orange Line,2023
Massachusetts Avenue,October,94687.0,Orange Line,2023
Massachusetts Avenue,September,84501.0,Orange Line,2023
Mattapan Line,April,75317.758839,Mattapan Line,2023
Mattapan Line,August,75241.726784,Mattapan Line,2023
Mattapan Line,December,67289.470785,Mattapan Line,2023
Mattapan Line,February,75883.390916,Mattapan Line,2023
Mattapan Line,January,78723.070842,Mattapan Line,2023
Mattapan Line,July,71641.726784,Mattapan Line,2023
Mattapan Line,June,76741.630832,Mattapan Line,2023
Mattapan Line,March,87234.046804,Mattapan Line,2023
Mattapan Line,May,77375.230872,Mattapan Line,2023
Mattapan Line,November,69845.758815,Mattapan Line,2023
Mattapan Line,October,35898.623481,Mattapan Line,2023
Mattapan Line,September,74688.76685,Mattapan Line,2023
Maverick,April,219208.0,Blue Line,2023
Maverick,August,304151.0,Blue Line,2023
Maverick,December,219529.0,Blue Line,2023
Maverick,February,200809.0,Blue Line,2023
Maverick,January,208816.0,Blue Line,2023
Maverick,July,288212.0,Blue Line,2023
Maverick,June,264984.0,Blue Line,2023
Maverick,March,229314.0,Blue Line,2023
Maverick,May,243133.0,Blue Line,2023
Maverick,November,234988.0,Blue Line,2023
Maverick,October,260406.0,Blue Line,2023
Maverick,September,247036.0,Blue Line,2023
Medford/Tufts,April,16820.833036,Green Line,2023
Medford/Tufts,August,32183.33298,Green Line,2023
Medford/Tufts,December,19499.999659,Green Line,2023
Medford/Tufts,February,16633.333029,Green Line,2023
Medford/Tufts,January,19708.333025,Green Line,2023
Medford/Tufts,July,29395.833004,Green Line,2023
Medford/Tufts,June,12783.333082,Green Line,2023
Medford/Tufts,March,18229.166335,Green Line,2023
Medford/Tufts,May,18995.832984,Green Line,2023
Medford/Tufts,November,28741.666311,Green Line,2023
Medford/Tufts,October,31512.499618,Green Line,2023
Medford/Tufts,September,27995.833006,Green Line,2023
North Quincy,April,60583.0,Red Line,2023
North Quincy,August,59183.0,Red Line,2023
North Quincy,December,58974.0,Red Line,2023
North Quincy,February,62443.0,Red Line,2023
North Quincy,January,64573.0,Red Line,2023
North Quincy,July,64134.0,Red Line,2023
North Quincy,June,65356.0,Red Line,2023
North Quincy,March,70892.0,Red Line,2023
North Quincy,May,62758.0,Red Line,2023
North Quincy,November,64635.0,Red Line,2023
North Quincy,October,71227.0,Red Line,2023
North Quincy,September,61598.0,Red Line,2023
North Station,April,248408.0,Green Line,2023
North Station,August,283244.0,Green Line,2023
North Station,December,273664.0,Green Line,2023
North Station,February,244295.0,Green Line,2023
North Station,January,254643.0,Green Line,2023
North Station,July,257681.0,Green Line,2023
North Station,June,157519.0,Green Line,2023
North Station,March,284959.0,Green Line,2023
North Station,May,271922.0,Green Line,2023
North Station,November,293618.0,Green Line,2023
North Station,October,214285.0,Green Line,2023
North Station,September,151994.0,Green Line,2023
Oak Grove,April,77424.0,Orange Line,2023
Oak Grove,August,89026.0,Orange Line,2023
Oak Grove,December,79468.0,Orange Line,2023
Oak Grove,February,65226.0,Orange Line,2023
Oak Grove,January,71069.0,Orange Line,2023
Oak Grove,July,81347.0,Orange Line,2023
Oak Grove,June,86531.0,Orange Line,2023
Oak Grove,March,80724.0,Orange Line,2023
Oak Grove,May,86124.0,Orange Line,2023
Oak Grove,November,84182.0,Orange Line,2023
Oak Grove,October,105297.0,Orange Line,2023
Oak Grove,September,93098.0,Orange Line,2023
Orient Heights,April,86348.0,Blue Line,2023
Orient Heights,August,116315.0,Blue Line,2023
Orient Heights,December,85298.0,Blue Line,2023
Orient Heights,February,71777.0,Blue Line,2023
Orient Heights,January,82699.0,Blue Line,2023
Orient Heights,July,96286.0,Blue Line,2023
Orient Heights,June,111960.0,Blue Line,2023
Orient Heights,March,82739.0,Blue Line,2023
Orient Heights,May,100028.0,Blue Line,2023
Orient Heights,November,92033.0,Blue Line,2023
Orient Heights,October,104934.0,Blue Line,2023
Orient Heights,September,98271.0,Blue Line,2023
Park Street,April,244998.0,Green Line,2023
Park Street,August,245634.0,Green Line,2023
Park Street,December,190247.0,Green Line,2023
Park Street,February,201127.0,Green Line,2023
Park Street,January,209688.0,Green Line,2023
Park Street,July,238443.0,Green Line,2023
Park Street,June,261361.0,Green Line,2023
Park Street,March,233359.0,Green Line,2023
Park Street,May,236013.0,Green Line,2023
Park Street,November,200195.0,Green Line,2023
Park Street,October,254953.0,Green Line,2023
Park Street,September,245834.0,Green Line,2023
Porter,April,101368.0,Red Line,2023
Porter,August,98674.0,Red Line,2023
Porter,December,84968.0,Red Line,2023
Porter,February,99831.0,Red Line,2023
Porter,January,103777.0,Red Line,2023
Porter,July,94285.0,Red Line,2023
Porter,June,106017.0,Red Line,2023
Porter,March,110469.0,Red Line,2023
Porter,May,108529.0,Red Line,2023
Porter,November,89396.0,Red Line,2023
Porter,October,102723.0,Red Line,2023
Porter,September,100304.0,Red Line,2023
Prudential,April,77106.0,Green Line,2023
Prudential,August,57918.0,Green Line,2023
Prudential,December,45406.0,Green Line,2023
Prudential,February,66924.0,Green Line,2023
Prudential,January,71749.0,Green Line,2023
Prudential,July,60948.0,Green Line,2023
Prudential,June,56628.0,Green Line,2023
Prudential,March,69027.0,Green Line,2023
Prudential,May,60029.0,Green Line,2023
Prudential,November,57349.0,Green Line,2023
Prudential,October,59713.0,Green Line,2023
Prudential,September,43156.0,Green Line,2023
Quincy Adams,April,33119.0,Red Line,2023
Quincy Adams,August,32035.0,Red Line,2023
Quincy Adams,December,30025.0,Red Line,2023
Quincy Adams,February,33820.0,Red Line,2023
Quincy Adams,January,37447.0,Red Line,2023
Quincy Adams,July,33982.0,Red Line,2023
Quincy Adams,June,35787.0,Red Line,2023
Quincy Adams,March,38417.0,Red Line,2023
Quincy Adams,May,31980.0,Red Line,2023
Quincy Adams,November,32981.0,Red Line,2023
Quincy Adams,October,37094.0,Red Line,2023
Quincy Adams,September,31955.0,Red Line,2023
Quincy Center,April,62908.0,Red Line,2023
Quincy Center,August,52387.0,Red Line,2023
Quincy Center,December,69495.0,Red Line,2023
Quincy Center,February,80545.0,Red Line,2023
Quincy Center,January,86451.0,Red Line,2023
Quincy Center,July,71513.0,Red Line,2023
Quincy Center,June,64121.0,Red Line,2023
Quincy Center,March,82187.0,Red Line,2023
Quincy Center,May,59537.0,Red Line,2023
Quincy Center,November,73394.0,Red Line,2023
Quincy Center,October,77865.0,Red Line,2023
Quincy Center,September,72961.0,Red Line,2023
Revere Beach,April,66112.0,Blue Line,2023
Revere Beach,August,103690.0,Blue Line,2023
Revere Beach,December,67176.0,Blue Line,2023
Revere Beach,February,59362.0,Blue Line,2023
Revere Beach,January,64086.0,Blue Line,2023
Revere Beach,July,105406.0,Blue Line,2023
Revere Beach,June,87578.0,Blue Line,2023
Revere Beach,March,69798.0,Blue Line,2023
Revere Beach,May,78810.0,Blue Line,2023
Revere Beach,November,71039.0,Blue Line,2023
Revere Beach,October,77795.0,Blue Line,2023
Revere Beach,September,75836.0,Blue Line,2023
Riverside,April,28216.0,Green Line,2023
Riverside,August,37007.0,Green Line,2023
Riverside,December,11483.0,Green Line,2023
Riverside,February,15251.0,Green Line,2023
Riverside,January,16210.0,Green Line,2023
Riverside,July,29229.0,Green Line,2023
Riverside,June,30964.0,Green Line,2023
Riverside,March,18764.0,Green Line,2023
Riverside,May,25743.0,Green Line,2023
Riverside,November,21074.0,Green Line,2023
Riverside,October,23256.0,Green Line,2023
Riverside,September,29084.0,Green Line,2023
Roxbury Crossing,April,59862.0,Orange Line,2023
Roxbury Crossing,August,61525.0,Orange Line,2023
Roxbury Crossing,December,67097.0,Orange Line,2023
Roxbury Crossing,February,55212.0,Orange Line,2023
Roxbury Crossing,January,59776.0,Orange Line,2023
Roxbury Crossing,July,59107.0,Orange Line,2023
